id,isResult,h,a,goals,xG,datetime,forecast
437,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '0', 'a': '1'}","{'h': '1.36825', 'a': '1.48344'}",2016-05-07 15:45:00,"{'w': '0.3319', 'd': '0.2787', 'l': '0.3894'}"
438,True,"{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'h': '2', 'a': '1'}","{'h': '1.31448', 'a': '1.27766'}",2016-05-07 18:00:00,"{'w': '0.3608', 'd': '0.2966', 'l': '0.3426'}"
439,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'h': '1', 'a': '4'}","{'h': '2.39454', 'a': '2.47265'}",2016-05-07 18:00:00,"{'w': '0.3543', 'd': '0.257', 'l': '0.3887'}"
440,True,"{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'h': '0', 'a': '0'}","{'h': '0.0312154', 'a': '1.09626'}",2016-05-07 18:00:00,"{'w': '0.0097', 'd': '0.2869', 'l': '0.7034'}"
441,True,"{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'h': '1', 'a': '1'}","{'h': '0.814964', 'a': '1.34282'}",2016-05-07 18:00:00,"{'w': '0.1747', 'd': '0.3058', 'l': '0.5195'}"
442,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '3', 'a': '2'}","{'h': '0.773876', 'a': '1.77677'}",2016-05-07 18:00:00,"{'w': '0.1323', 'd': '0.2196', 'l': '0.6481'}"
443,True,"{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '3', 'a': '1'}","{'h': '4.50525', 'a': '1.30184'}",2016-05-07 20:30:00,"{'w': '0.9249', 'd': '0.0535', 'l': '0.0216'}"
444,True,"{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'h': '1', 'a': '2'}","{'h': '2.55547', 'a': '1.30812'}",2016-05-08 16:30:00,"{'w': '0.6943', 'd': '0.1938', 'l': '0.1119'}"
445,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '2', 'a': '0'}","{'h': '2.38919', 'a': '0.930803'}",2016-05-08 19:00:00,"{'w': '0.7358', 'd': '0.1675', 'l': '0.0967'}"
446,True,"{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'h': '2', 'a': '2'}","{'h': '0.75375', 'a': '1.08084'}",2016-05-08 19:00:00,"{'w': '0.2304', 'd': '0.3122', 'l': '0.4574'}"
447,True,"{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'h': '3', 'a': '2'}","{'h': '2.13311', 'a': '0.635987'}",2016-05-10 23:30:00,"{'w': '0.7557', 'd': '0.1832', 'l': '0.0611'}"
448,True,"{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'h': '4', 'a': '2'}","{'h': '2.41871', 'a': '1.7686'}",2016-05-11 22:45:00,"{'w': '0.5392', 'd': '0.2364', 'l': '0.2244'}"
449,True,"{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'h': '3', 'a': '0'}","{'h': '2.44887', 'a': '1.16563'}",2016-05-11 22:45:00,"{'w': '0.7137', 'd': '0.1909', 'l': '0.0954'}"
450,True,"{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'h': '1', 'a': '1'}","{'h': '1.83934', 'a': '0.812268'}",2016-05-11 23:00:00,"{'w': '0.6351', 'd': '0.2204', 'l': '0.1445'}"
451,True,"{'id': '83', 'title': 'Arsenal', 'short_title': 'ARS'}","{'id': '71', 'title': 'Aston Villa', 'short_title': 'AVL'}","{'h': '4', 'a': '0'}","{'h': '3.40207', 'a': '0.222731'}",2016-05-15 18:00:00,"{'w': '0.9677', 'd': '0.0283', 'l': '0.004'}"
452,True,"{'id': '80', 'title': 'Chelsea', 'short_title': 'CHE'}","{'id': '75', 'title': 'Leicester', 'short_title': 'LEI'}","{'h': '1', 'a': '1'}","{'h': '1.86065', 'a': '1.23491'}",2016-05-15 18:00:00,"{'w': '0.5337', 'd': '0.254', 'l': '0.2123'}"
453,True,"{'id': '72', 'title': 'Everton', 'short_title': 'EVE'}","{'id': '79', 'title': 'Norwich', 'short_title': 'NOR'}","{'h': '3', 'a': '0'}","{'h': '2.40775', 'a': '0.43016'}",2016-05-15 18:00:00,"{'w': '0.8762', 'd': '0.0991', 'l': '0.0247'}"
454,True,"{'id': '86', 'title': 'Newcastle United', 'short_title': 'NEW'}","{'id': '82', 'title': 'Tottenham', 'short_title': 'TOT'}","{'h': '5', 'a': '1'}","{'h': '2.42808', 'a': '0.869082'}",2016-05-15 18:00:00,"{'w': '0.7615', 'd': '0.1586', 'l': '0.0799'}"
455,True,"{'id': '74', 'title': 'Southampton', 'short_title': 'SOU'}","{'id': '78', 'title': 'Crystal Palace', 'short_title': 'CRY'}","{'h': '4', 'a': '1'}","{'h': '2.32278', 'a': '1.24857'}",2016-05-15 18:00:00,"{'w': '0.6471', 'd': '0.2062', 'l': '0.1467'}"
456,True,"{'id': '85', 'title': 'Stoke', 'short_title': 'STO'}","{'id': '81', 'title': 'West Ham', 'short_title': 'WHU'}","{'h': '2', 'a': '1'}","{'h': '0.288737', 'a': '2.94489'}",2016-05-15 18:00:00,"{'w': '0.0079', 'd': '0.0486', 'l': '0.9435'}"
457,True,"{'id': '84', 'title': 'Swansea', 'short_title': 'SWA'}","{'id': '88', 'title': 'Manchester City', 'short_title': 'MCI'}","{'h': '1', 'a': '1'}","{'h': '0.115604', 'a': '2.04003'}",2016-05-15 18:00:00,"{'w': '0.0059', 'd': '0.0703', 'l': '0.9238'}"
458,True,"{'id': '90', 'title': 'Watford', 'short_title': 'WAT'}","{'id': '77', 'title': 'Sunderland', 'short_title': 'SUN'}","{'h': '2', 'a': '2'}","{'h': '1.95277', 'a': '0.908817'}",2016-05-15 18:00:00,"{'w': '0.6536', 'd': '0.2276', 'l': '0.1188'}"
459,True,"{'id': '76', 'title': 'West Bromwich Albion', 'short_title': 'WBA'}","{'id': '87', 'title': 'Liverpool', 'short_title': 'LIV'}","{'h': '1', 'a': '1'}","{'h': '1.86869', 'a': '0.419877'}",2016-05-15 18:00:00,"{'w': '0.81', 'd': '0.1498', 'l': '0.0402'}"
460,True,"{'id': '89', 'title': 'Manchester United', 'short_title': 'MUN'}","{'id': '73', 'title': 'Bournemouth', 'short_title': 'BOU'}","{'h': '3', 'a': '1'}","{'h': '1.72109', 'a': '0.503471'}",2016-05-17 23:00:00,"{'w': '0.7221', 'd': '0.2007', 'l': '0.0772'}"
